"Data.Number Plate","Data.State","Data.Car.Make","Data.Car.Style","Data.Car.Color","Data.Location","Data.Violation","Data.Fine","Date.Year","Date.Month","Date.Day","Date.Time.Hour","Date.Time.Minute"
"XLG3340","VA","Kia","Four Door","Silver","BROOKE AVENUE","METER EXPIRED ","150.0","2020","12","4","15","12"
"UTU6214","VA","Chevrolet","Sports Utility Veh","Gray","BANK STREET","METER EXPIRED ","150.0","2021","1","5","16","1"
"VYR2992","VA","Chevrolet","Sports Utility Veh","Black","W MAIN STREET","METER EXPIRED ","150.0","2021","1","7","12","1"
"KXT2399","TX","Nissan","Four Door","Blue","E MAIN STREET","METER EXPIRED ","150.0","2021","1","13","14","1"
"VMB2787","VA","Nissan","Four Door","Gray","GRANBY STREET","METER EXPIRED ","150.0","2021","1","14","11","1"
"UKK9139","VA","Nissan","Four Door","Red","GRANBY STREET","METER EXPIRED ","150.0","2021","1","14","17","1"
"WXC7198","VA","Ford","Four Door","Red","GRANBY STREET","METER EXPIRED ","150.0","2021","1","21","13","1"
"UPJ2505","VA","Toyota","Four Door","Gray","E MAIN STREET","METER EXPIRED ","150.0","2021","1","26","10","1"
"BCHPUDN","VA","Toyota","Four Door","Burgundy","E MAIN STREET","METER EXPIRED ","150.0","2021","1","26","13","1"
"PUDDL3Z","VA","Hyundai","Four Door","Blue","MONARCH WAY","METER EXPIRED ","150.0","2021","1","27","13","1"
"UMM9613","VA","Ford","Truck","Gray","GRANBY STREET","METER EXPIRED ","150.0","2021","2","1","11","2"
"UKH1647","VA","Honda","Four Door","Gray","MONTICELLO AVENUE","METER EXPIRED ","150.0","2021","2","4","14","2"
"UMM4255","VA","Fiat","Two Door","Green","E MAIN STREET","METER EXPIRED ","150.0","2021","2","5","10","2"
"2734X","VA","Chevrolet","Four Door","Gray","GRANBY STREET","METER EXPIRED ","150.0","2021","2","8","11","2"
"UYN8362","VA","Subaru","Sports Utility Veh","Brown","E MAIN STREET","METER EXPIRED ","150.0","2021","2","23","12","2"
"UMP9455","VA","Chevrolet","Sports Utility Veh","Gray","E MAIN STREET","METER EXPIRED ","150.0","2021","2","23","15","2"
"UJZ8857","VA","Toyota","Four Door","Gray","E MAIN STREET","METER EXPIRED ","150.0","2021","2","25","13","2"
"UTZ1744","VA","Cadillac","Four Door","Beige","E MAIN STREET","METER EXPIRED ","150.0","2021","2","25","15","2"
"VZG8515","VA","Jeep","Four Door","Black","E MAIN STREET","METER EXPIRED ","150.0","2021","3","5","10","3"
"UKY4556","VA","Lexus","Four Door","Silver","GRANBY STREET","METER EXPIRED ","150.0","2021","3","11","15","3"
"VUL4899","VA","Volkswagen","Four Door","Black","MARKET STREET","METER EXPIRED ","150.0","2021","3","12","12","3"
"VSB8479","VA","Ford","Truck","Gray","GRANBY STREET","METER EXPIRED ","150.0","2021","3","12","13","3"
"BEEMER1","VA","Dodge","Four Door","Black","GRANBY STREET","METER EXPIRED ","150.0","2021","3","12","14","3"
"VZL9830","VA","Nissan","Four Door","Silver","GRANBY STREET","METER EXPIRED ","150.0","2021","3","15","12","3"
"VTD7456","VA","Chevrolet","Four Door","Silver","GRANBY STREET","METER EXPIRED ","150.0","2021","3","18","14","3"
"UWN1032","VA","Hyundai","Four Door","Blue","MONTICELLO AVENUE","METER EXPIRED ","150.0","2021","3","22","13","3"
"UNH2856","VA","Chevrolet","Two Door","Gray","MONTICELLO AVENUE","METER EXPIRED ","150.0","2021","3","22","13","3"
"UVB6289","VA","Nissan","Four Door","Burgundy","E MAIN STREET","METER EXPIRED ","150.0","2021","3","22","14","3"
"UGN3654","VA","Ford","Four Door","Black","GRANBY STREET","METER EXPIRED ","150.0","2021","3","23","11","3"
"UGW2120","VA","Infiniti","Four Door","Gray","MONTICELLO AVENUE","METER EXPIRED ","150.0","2021","3","23","12","3"
"UUW9572","VA","Acura","Four Door","Silver","E MAIN STREET","METER EXPIRED ","150.0","2021","3","24","13","3"
"AET8099","VA","Ford","Sports Utility Veh","BRONZE","MONTICELLO AVENUE","METER EXPIRED ","150.0","2021","3","24","16","3"
"UJT5870","VA","Ford","Four Door","Black","GRANBY STREET","METER EXPIRED ","150.0","2021","3","24","16","3"
"XVP5279","VA","Jeep","Sports Utility Veh","Green","GRANBY STREET","METER EXPIRED ","150.0","2021","3","25","13","3"
"UEM2861","VA","Hyundai","Four Door","Silver","GRANBY STREET","METER EXPIRED ","150.0","2021","3","26","11","3"
"UUG2997","VA","Hyundai","Four Door","Gray","GRANBY STREET","METER EXPIRED ","150.0","2021","3","26","16","3"
"UHG8684","VA","Mitsubishi","Sports Utility Veh","Gray","GRANBY STREET","METER EXPIRED ","150.0","2021","3","26","17","3"
"UEA4793","VA","General Motors","Sports Utility Veh","Gray","GRANBY STREET","METER EXPIRED ","150.0","2021","3","30","14","3"
"UDW1646","VA","BMW","Four Door","Gray","GRANBY STREET","METER EXPIRED ","150.0","2021","3","30","14","3"
"REDRITA","VA","Honda"," ","Red","GRANBY STREET","METER EXPIRED ","150.0","2021","4","2","12","4"
"VYR3287","VA","Ford","Four Door","Black","E MAIN STREET","METER EXPIRED ","150.0","2021","4","5","11","4"
"USX7592","VA","Land Rover","Sports Utility Veh","White","GRANBY STREET","METER EXPIRED ","150.0","2021","4","6","12","4"
"UGN5412","VA","Jeep","Sports Utility Veh","Black","YORK STREET","METER EXPIRED ","150.0","2021","4","9","12","4"
"3432PS","VA","Dodge","Truck","Brown","GRANBY STREET","METER EXPIRED ","150.0","2021","4","14","13","4"
"BLSD25","VA","Nissan","Sports Utility Veh","Black","ATLANTIC STREET","METER EXPIRED ","150.0","2021","4","16","16","4"
"XDK7640","VA","BMW","Four Door","Gray","E MAIN STREET","METER EXPIRED ","150.0","2021","4","21","12","4"
"ULS5067","VA","BMW","Four Door","White","W PLUME STREET","METER EXPIRED ","150.0","2021","4","21","16","4"
"UEB9906","VA","Honda","Four Door","Blue","GRANBY STREET","METER EXPIRED ","150.0","2021","4","22","12","4"
"UFU3683","VA","BMW","Sports Utility Veh","Black","GRANBY STREET","METER EXPIRED ","150.0","2021","4","23","16","4"
"UZS6121","VA","Chrysler","Four Door","Blue","E MAIN STREET","METER EXPIRED ","150.0","2021","4","26","12","4"
"VTN6731","VA","Toyota","Four Door","White","GRANBY STREET","METER EXPIRED ","150.0","2021","4","26","16","4"
"UGJ1037","VA","Lincoln","Four Door","Silver","GRANBY STREET","METER EXPIRED ","150.0","2021","4","27","12","4"
"UFB3953","VA","Honda","Four Door","White","GRANBY STREET","METER EXPIRED ","150.0","2021","4","27","15","4"
"UEH9918","VA","Saturn","Four Door","Gray","ATLANTIC STREET","METER EXPIRED ","150.0","2021","4","28","16","4"
"UDH9536","VA","Dodge","Four Door","Gray","GRANBY STREET","METER EXPIRED ","150.0","2021","4","29","10","4"
"UML3927","VA","Ford","Sports Utility Veh","Gray","GRANBY STREET","METER EXPIRED ","150.0","2021","4","29","10","4"
"UGF3322","VA","Jeep","Sports Utility Veh","Black","GRANBY STREET","METER EXPIRED ","150.0","2021","4","29","12","4"
"UKR2094","VA","Audi","Four Door","White","GRANBY STREET","METER EXPIRED ","150.0","2021","4","29","12","4"
"UGS9881","VA","Kia","Four Door","Burgundy","E TAZEWELL STREET","METER EXPIRED ","150.0","2021","4","30","12","4"
"UZT7716","VA","Ford","Four Door","Black","GRANBY STREET","METER EXPIRED ","150.0","2021","5","3","15","5"
"UZX5103","VA","Plymouth","Four Door","Blue","GRANBY STREET","METER EXPIRED C","150.0","2018","11","1","16","11"
"URS2835","VA","Chevrolet","Four Door","Black","ATLANTIC STREET","METER EXPIRED C","150.0","2019","12","17","13","12"
"UMG7272","VA","Chevrolet","Four Door","Black","W BUTE STREET","METER EXPIRED C","150.0","2019","12","18","11","12"
"UXJ1671","VA","Saturn","Sports Utility Veh","Black","WATERSIDE DRIVE","METER EXPIRED C","150.0","2019","12","20","13","12"
"UPG8086","VA","Ford","Sports Utility Veh","White","GRANBY STREET","METER EXPIRED C","150.0","2019","12","27","10","12"
"ULU8052","VA","Honda","Four Door","White","GRANBY STREET","METER EXPIRED C","150.0","2019","12","27","12","12"
"UNE2466","VA","Chevrolet","Four Door","Blue","GRANBY STREET","METER EXPIRED C","150.0","2019","12","31","12","12"
"UYD8865","VA","Nissan","Sports Utility Veh","Gray","GRANBY STREET","METER EXPIRED C","150.0","2019","12","31","14","12"
"VVN3468","VA","Chrysler","Four Door","Black","GRANBY STREET","METER EXPIRED C","150.0","2020","1","2","9","1"
"URL6575","VA","Chevrolet","Four Door","Black","E MAIN STREET","METER EXPIRED C","150.0","2020","1","2","10","1"
"UZE5779","VA","Buick","Four Door","Silver","E MAIN STREET","METER EXPIRED C","150.0","2020","1","2","10","1"
"UPB5719","VA","Hyundai","Four Door","Silver","GRANBY STREET","METER EXPIRED C","150.0","2020","1","6","11","1"
"HUGRJNZ","VA","Toyota","Truck","Gray","GRANBY STREET","METER EXPIRED C","150.0","2020","1","14","15","1"
"UWH2608","VA","Mercedes-Benz","Four Door","Silver","E MAIN STREET","METER EXPIRED C","150.0","2020","1","15","11","1"
"UTZ5394","VA","Lexus","Four Door","Black","GRANBY STREET","METER EXPIRED C","150.0","2020","1","16","10","1"
"VLC3028","VA","Chevrolet","Sports Utility Veh","Green","EDUCATION LOT","METER EXPIRED C","150.0","2020","1","16","10","1"
"UNH8397","VA","Nissan","Sports Utility Veh","Gold","GRANBY STREET","METER EXPIRED C","150.0","2020","1","16","10","1"
"UMD3532","VA","Hyundai","Four Door","Blue","MONARCH WAY","METER EXPIRED C","150.0","2020","1","22","13","1"
"UTD1378","VA","Jeep","Sports Utility Veh","Silver","GRANBY STREET","METER EXPIRED C","150.0","2020","1","28","15","1"
"UYD7376","VA","Chevrolet","Sports Utility Veh","White","E PLUME STREET","METER EXPIRED C","150.0","2020","1","30","12","1"
"VXP2459","VA","Chevrolet","Four Door","Silver","MARKET STREET","METER EXPIRED C","150.0","2020","1","31","11","1"
"URZ2793","VA","Mercedes-Benz","Four Door","Blue","GRANBY STREET","METER EXPIRED C","150.0","2020","2","5","14","2"
"VYJ1464","VA","Volkswagen","Four Door","Burgundy","GRANBY STREET","METER EXPIRED C","150.0","2020","2","7","9","2"
"UXR9058","VA","Ford","Four Door","Gold","COURT STREET","METER EXPIRED C","150.0","2020","2","12","10","2"
"UTP4364","VA","Ford","Four Door","Blue","GRANBY STREET","METER EXPIRED C","150.0","2020","2","12","14","2"
"BWCI86","FL","Ford","Sports Utility Veh","White","W BUTE STREET","NO PARKING - STREET CLEANING ","150.0","2020","8","5","9","8"
"ID45355","VA","Mercedes-Benz","Four Door","Black","DUKE STREET","NO PARKING - STREET CLEANING ","150.0","2020","8","5","11","8"
"HTA5460","NY","Volkswagen","Sports Utility Veh","White","DUKE STREET","NO PARKING - STREET CLEANING ","150.0","2020","8","5","12","8"
"135RXP","FL","Toyota","Hatchback","Black","W TAZEWELL STREET","NO PARKING - STREET CLEANING ","150.0","2020","8","5","12","8"
"FFV6573","NC","Jeep","Sports Utility Veh","Yellow","DUNMORE STREET","NO PARKING - STREET CLEANING ","150.0","2020","8","6","9","8"
"VWH6859","VA","Honda","Two Door","Black","DUNMORE STREET","NO PARKING - STREET CLEANING ","150.0","2020","8","6","9","8"
"6DP4757","MD","Audi","Sports Utility Veh","Gray","W BUTE STREET","NO PARKING - STREET CLEANING ","150.0","2020","8","6","9","8"
"ID45355","VA","Mercedes-Benz","Four Door","Black","W TAZEWELL STREET","NO PARKING - STREET CLEANING ","150.0","2020","8","6","10","8"
"UYE2717","VA","Ford","Sports Utility Veh","Green","SCOTT STREET","NO PARKING - STREET CLEANING ","150.0","2020","9","2","9","9"
"M0BETTA","VA","Honda","Four Door","White","SCOTT STREET","NO PARKING - STREET CLEANING ","150.0","2020","9","2","9","9"
"N560156","LA","Nissan","Four Door","Gray","COLONIAL AVENUE","NO PARKING - STREET CLEANING ","150.0","2020","9","2","9","9"
"UKM2363","VA","Chevrolet","Sports Utility Veh","Black","GATLING AVENUE","NO PARKING - STREET CLEANING ","150.0","2020","9","2","9","9"
"UMF6505","VA","Chevrolet","Sports Utility Veh","Black","GATLING AVENUE","NO PARKING - STREET CLEANING ","150.0","2020","9","2","9","9"
"798544","DE","Mazda","Four Door","Blue","BOISSEVAIN AVENUE","NO PARKING - STREET CLEANING ","150.0","2020","9","2","9","9"
"VYW5317","VA","Mini Cooper","Two Door","Brown","LANGLEY ROAD","NO PARKING - STREET CLEANING ","150.0","2020","9","2","9","9"
"BVL518","IN","Volkswagen","Four Door","Black","REDGATE AVENUE","NO PARKING - STREET CLEANING ","150.0","2020","9","2","10","9"
"21452","RI","Unknown","Motorcycle","Burgundy","RALEIGH AVENUE","NO PARKING - STREET CLEANING ","150.0","2020","9","2","10","9"
"EC066448","VN","Toyota","Four Door","Brown","REDGATE AVENUE","NO PARKING - STREET CLEANING ","150.0","2020","9","2","10","9"
"VST1421","VA","Mazda","Four Door","Silver","W FREEMASON STREET","NO PARKING - STREET CLEANING ","150.0","2020","9","2","10","9"
"KGZ6149","PA","Chevrolet","Four Door","Gray","REDGATE AVENUE","NO PARKING - STREET CLEANING ","150.0","2020","9","2","10","9"
"16483V","VA","Volvo","Four Door","Gray","SEAY AVENUE","NO PARKING - STREET CLEANING ","150.0","2020","9","2","10","9"
"DFM6749","NC","Ford","Sports Utility Veh","Brown","GREENWAY COURT","NO PARKING - STREET CLEANING ","150.0","2020","9","2","10","9"
"UPH5701","VA","Mazda","Station Wagon","Blue","WESTOVER AVENUE","NO PARKING - STREET CLEANING ","150.0","2020","9","2","10","9"
"X21JSG","NJ","Ford","Station Wagon","Blue","WESTOVER AVENUE","NO PARKING - STREET CLEANING ","150.0","2020","9","2","11","9"
"852EZH","CO","Lexus","Four Door","Blue","DUKE STREET","NO PARKING - STREET CLEANING ","150.0","2020","9","2","11","9"
"VGU3461","NV","Honda","Sports Utility Veh","Blue","CLAREMONT AVENUE","NO PARKING - STREET CLEANING ","150.0","2020","9","2","11","9"
"UTS6055","VA","Nissan","Four Door","Silver","BROOKE AVENUE","NO PARKING - STREET CLEANING ","150.0","2020","9","2","11","9"
"DB1015","FL","Chevrolet","Truck","Blue","CLAREMONT AVENUE","NO PARKING - STREET CLEANING ","150.0","2020","9","2","11","9"
"B58084","VA","Honda","Four Door","White","SCOTT STREET","NO PARKING - STREET CLEANING ","150.0","2020","9","3","9","9"
"UNU2761","VA","Chrysler","Four Door","Blue","SCOTT STREET","NO PARKING - STREET CLEANING ","150.0","2020","9","3","9","9"
"S0434295","GA","Toyota","Four Door","Red","SCOTT STREET","NO PARKING - STREET CLEANING ","150.0","2020","9","3","9","9"
"798544","DE","Mazda","Four Door","Blue","BOISSEVAIN AVENUE","NO PARKING - STREET CLEANING ","150.0","2020","9","3","9","9"
"K96047","VA","Ford","Two Door","Burgundy","W BUTE STREET","NO PARKING - STREET CLEANING ","150.0","2020","9","3","9","9"
"VUW4145","VA","Ford","Van","Blue","TRICE TERRACE","NO PARKING - STREET CLEANING ","150.0","2020","9","3","9","9"
"DN0M0BL","VA","Jeep","Four Door","Blue","TRICE TERRACE","NO PARKING - STREET CLEANING ","150.0","2020","9","3","9","9"
"USN8292","VA","Mitsubishi","Four Door","Gray","TRICE TERRACE","NO PARKING - STREET CLEANING ","150.0","2020","9","3","9","9"
"XLW994","VA","Ford","Four Door","White","WASHINGTON PARK","NO PARKING - STREET CLEANING ","150.0","2020","9","3","10","9"
"A61613","VA","Ford","Sports Utility Veh","Beige","TRICE TERRACE","NO PARKING - STREET CLEANING ","150.0","2020","9","3","10","9"
"VXB2803","VA","Chevrolet","Four Door","Gray","WASHINGTON PARK","NO PARKING - STREET CLEANING ","150.0","2020","9","3","10","9"
"747086","VA","Ford","Sports Utility Veh","Gray","W FREEMASON STREET","NO PARKING - STREET CLEANING ","150.0","2020","9","3","10","9"
"UYV1923","VA","Nissan","Four Door","Blue","GATLING AVENUE","NO PARKING - STREET CLEANING ","150.0","2020","9","3","10","9"
"K91826","VA","BMW","Four Door","White","COLLEGE PLACE","NO PARKING - STREET CLEANING ","150.0","2020","9","3","10","9"
"HGL785","OK","Ford","Truck","Burgundy","GATLING AVENUE","NO PARKING - STREET CLEANING ","150.0","2020","9","3","10","9"
"A90137","VA","Chevrolet","Sports Utility Veh","Gray","WESTOVER AVENUE","NO PARKING - STREET CLEANING ","150.0","2020","9","3","10","9"
"VZJ9412M","VA","Honda","Four Door","Blue","MURRAY AVENUE","NO PARKING - STREET CLEANING ","150.0","2020","9","3","10","9"
"WTD3954","VA","Toyota","Four Door","Silver","REDGATE AVENUE","NO PARKING - STREET CLEANING ","150.0","2020","9","3","11","9"
"UMM4274","VA","Chevrolet","Four Door","Gray","REDGATE AVENUE","NO PARKING - STREET CLEANING ","150.0","2020","9","3","11","9"
"XFJ3785","VA","Nissan","Four Door","Black","COLONIAL AVENUE","NO PARKING - STREET CLEANING ","150.0","2020","9","3","11","9"
"VZM6218","VA","Honda","Two Door","Blue","LEIGH STREET","NO PARKING - STREET CLEANING ","150.0","2020","9","3","12","9"
"UPT6856","VA","Honda","Four Door","Green","35TH STREET","NO PARKING - STREET CLEANING ","150.0","2020","9","8","9","9"
"VZH3245","VA","Honda","Four Door","Burgundy","GEORGIA AVENUE","NO PARKING - STREET CLEANING ","150.0","2020","9","8","9","9"
"VRS6574","VA","Nissan","Four Door","Blue","35TH STREET","NO PARKING - STREET CLEANING ","150.0","2020","9","8","10","9"
"UXC4089","VA","Chrysler","Sports Utility Veh","Gold","35TH STREET","NO PARKING - STREET CLEANING ","150.0","2020","9","8","10","9"
"UZS5106","VA","Chevrolet","Four Door","White","35TH STREET","NO PARKING - STREET CLEANING ","150.0","2020","9","8","10","9"
"ULX1023","VA","Nissan","Four Door","Black","35TH STREET","NO PARKING - STREET CLEANING ","150.0","2020","9","8","10","9"
"VKG4736","VA","Jeep","Sports Utility Veh","Gray","NEWPORT AVENUE","NO PARKING - STREET CLEANING ","150.0","2020","9","8","10","9"
"UPW2662","VA","Ford","Four Door","Gray","MARYLAND AVENUE","NO PARKING - STREET CLEANING ","150.0","2020","9","8","11","9"
"B31685","VA","Chevrolet","Truck","White","NEWPORT AVENUE","NO PARKING - STREET CLEANING ","150.0","2020","9","8","11","9"
"G57748","VA","Chrysler","Four Door","Burgundy","W 31ST STREET","NO PARKING - STREET CLEANING ","150.0","2020","9","8","11","9"
"K31467","VA","Toyota","Four Door","Gold","W 31ST STREET","NO PARKING - STREET CLEANING ","150.0","2020","9","8","12","9"
"HHZ2610","OH","Toyota","Four Door","Gold","CAROLINA AVENUE","NO PARKING - STREET CLEANING ","150.0","2020","9","9","9","9"
"URT1983","VA","Nissan","Four Door","Black","35TH STREET","NO PARKING - STREET CLEANING ","150.0","2020","9","9","9","9"
"VTR1170","VA","Audi","Four Door","Silver","NEWPORT AVENUE","NO PARKING - STREET CLEANING ","150.0","2020","9","9","9","9"
"A167815","MD","Mercedes-Benz","Four Door","Gray","35TH STREET","NO PARKING - STREET CLEANING ","150.0","2020","9","9","9","9"
"K779947","OH","Volkswagen","Four Door","White","35TH STREET","NO PARKING - STREET CLEANING ","150.0","2020","9","9","9","9"
"6EC5892","MD","Hyundai","Four Door","Blue","MARYLAND AVENUE","NO PARKING - STREET CLEANING ","150.0","2020","9","9","9","9"
"UVE1623","VA","Ford","Truck","Green","COLONIAL AVENUE","NO PARKING - STREET CLEANING ","150.0","2020","9","9","10","9"
"Z65999","VA","Dodge","Truck","Green","34TH STREET","NO PARKING - STREET CLEANING ","150.0","2020","9","9","10","9"
"UPM4638","VA","Hyundai","Four Door","Burgundy","34TH STREET","NO PARKING - STREET CLEANING ","150.0","2020","9","9","10","9"
"JSN7089","TX","Jeep","Four Door","Orange","34TH STREET","NO PARKING - STREET CLEANING ","150.0","2020","9","9","10","9"
"2HG3J","VA","Honda","Four Door","Gray","34TH STREET","NO PARKING - STREET CLEANING ","150.0","2020","9","9","10","9"
"UJC4689","VA","Dodge","Truck","Gray","32ND ST","NO PARKING - STREET CLEANING ","150.0","2020","9","9","11","9"
"4T1DF","VA","Toyota","Four Door","Blue","32ND ST","NO PARKING - STREET CLEANING ","150.0","2020","9","9","11","9"
"3640017","NJ","Volkswagen","Four Door","Gray","NEW JERSEY AVENUE","NO PARKING - STREET CLEANING ","150.0","2020","9","9","11","9"
"HOLA","WV","Hyundai","Four Door","Blue","33RD STREET","NO PARKING - STREET CLEANING ","150.0","2020","9","9","11","9"
"ID38809","VA","BMW","Sports Utility Veh","Gray","33RD STREET","NO PARKING - STREET CLEANING ","150.0","2020","9","9","11","9"
"VUT8923","VA","Nissan","Four Door","Red","NEWPORT AVENUE","NO PARKING - STREET CLEANING ","150.0","2020","9","9","11","9"
"PSZ713","SC","Buick","Van","Red","W 30TH STREET","NO PARKING - STREET CLEANING ","150.0","2020","9","9","11","9"
"KSM9164","PA","Honda","Four Door","Gray","W 30TH STREET","NO PARKING - STREET CLEANING ","150.0","2020","9","9","11","9"
"B15820","VA","Chevrolet","Truck","Green","W 30TH STREET","NO PARKING - STREET CLEANING ","150.0","2020","9","9","12","9"
"AJ68814","AZ","Chevrolet","Van","White","W 30TH STREET","NO PARKING - STREET CLEANING ","150.0","2020","9","9","12","9"
"B60705","VA","Dodge","Sports Utility Veh","White","SPRINGFIELD AVENUE","NO PARKING - STREET CLEANING ","150.0","2020","9","16","10","9"
"B25872","VA","Ford","Truck","Brown","SPRINGFIELD AVENUE","NO PARKING - STREET CLEANING ","150.0","2020","9","16","10","9"
"1FCP762","CA","Honda","Four Door","Gray","GALT STREET","NO PARKING - STREET CLEANING ","150.0","2020","9","16","11","9"
"VRC7014","VA","Nissan","Four Door","Gray","A AVENUE","NO PARKING - STREET CLEANING ","150.0","2020","9","16","12","9"
"L24857","VA","Honda","Van","Black","FREMONT STREET","NO PARKING - STREET CLEANING ","150.0","2020","9","16","12","9"
"VWZ4246","VA","Acura","Two Door","Blue","FREMONT STREET","NO PARKING - STREET CLEANING ","150.0","2020","9","16","12","9"
"K69480","VA","Dodge","Truck","Black","WASHINGTON AVENUE","NO PARKING - STREET CLEANING ","150.0","2020","9","16","12","9"
"UJU6330","VA","Lexus","Four Door","Gold","WASHINGTON AVENUE","NO PARKING - STREET CLEANING ","150.0","2020","9","16","12","9"
"USP5148","VA","Honda","Two Door","Gray","WASHINGTON AVENUE","NO PARKING - STREET CLEANING ","150.0","2020","9","16","12","9"
"L37059","VA","BMW","Sports Utility Veh","Blue","BONNOT DRIVE","NO PARKING - STREET CLEANING ","150.0","2020","9","23","9","9"
"VTU2201","VA","Nissan","Four Door","Black","TANNERS ROAD","NO PARKING - STREET CLEANING ","150.0","2020","9","23","9","9"
"6330BX","VA","Chevrolet","Truck","Black","WESTOVER AVENUE","NO PARKING - STREET CLEANING ","150.0","2020","9","23","13","9"
"L24095","VA","Honda","Four Door","Gold","STONEY POINT SOUTH","NO PARKING - STREET CLEANING ","150.0","2020","9","24","9","9"
"UPT7824","VA","Acura","Sports Utility Veh","Silver","STONEY POINT SOUTH","NO PARKING - STREET CLEANING ","150.0","2020","9","24","9","9"
"K31952","VA","Ford","Truck","White","STONEY POINT SOUTH","NO PARKING - STREET CLEANING ","150.0","2020","9","24","9","9"
"397389","VA","Toyota","Four Door","Black","STONEY POINT NORTH","NO PARKING - STREET CLEANING ","150.0","2020","9","24","9","9"
"URU3875","VA","Hyundai","Sports Utility Veh","Black","STONEY POINT NORTH","NO PARKING - STREET CLEANING ","150.0","2020","9","24","9","9"
"SES296","SC","Mazda","Four Door","Black","STONEY POINT NORTH","NO PARKING - STREET CLEANING ","150.0","2020","9","24","9","9"
"MS KIM","VA","Pontiac","Four Door","Burgundy","EAST TANNERS CREEK DRIVE","NO PARKING - STREET CLEANING ","150.0","2020","9","24","10","9"
"KKG6613","PA","Cadillac","Sports Utility Veh","White","SCOTT STREET","NO PARKING - STREET CLEANING ","150.0","2020","10","1","8","10"
"D0WB0Y","VA","Chevrolet","Four Door","Gray","SCOTT STREET","NO PARKING - STREET CLEANING ","150.0","2020","10","1","8","10"
"UNU2761","VA","Chrysler","Four Door","Blue","SCOTT STREET","NO PARKING - STREET CLEANING ","150.0","2020","10","1","9","10"
"5DG2280","MD","Volkswagen","Sedan","White","W BUTE STREET","NO PARKING - STREET CLEANING ","150.0","2020","10","1","9","10"
"PKE2468","NC","Hyundai","Four Door","White","BOISSEVAIN AVENUE","NO PARKING - STREET CLEANING ","150.0","2020","10","1","9","10"
"WPH5407","VA","Chrysler","Four Door","Black","WESTOVER AVENUE","NO PARKING - STREET CLEANING ","150.0","2020","10","1","9","10"
"SES296","SC","Mazda","Four Door","Black","W BUTE STREET","NO PARKING - STREET CLEANING ","150.0","2020","10","1","9","10"
"L61306","VA","Chrysler","Van","Gray","SEAY AVENUE","NO PARKING - STREET CLEANING ","150.0","2020","10","1","9","10"
"VZK1081","VA","Honda","Four Door","Blue","WESTOVER AVENUE","NO PARKING - STREET CLEANING ","150.0","2020","10","1","9","10"
"VUW3151","VA","Chevrolet","Sports Utility Veh","White","SEAY AVENUE","NO PARKING - STREET CLEANING ","150.0","2020","10","1","9","10"
"UPD4069","VA","Chevrolet","Four Door","White","BOISSEVAIN AVENUE","NO PARKING - STREET CLEANING ","150.0","2020","10","1","9","10"
"UKX4677","VA","Honda","Four Door","Gray","WESTOVER AVENUE","NO PARKING - STREET CLEANING ","150.0","2020","10","1","9","10"
"USN8292","VA","Mitsubishi","Four Door","Gray","TRICE TERRACE","NO PARKING - STREET CLEANING ","150.0","2020","10","1","9","10"
"FFV6573","NC","Jeep","Sports Utility Veh","Yellow","DUNMORE STREET","NO PARKING - STREET CLEANING ","150.0","2020","10","1","9","10"
"USN9300","VA","Hyundai","Four Door","Silver","LEIGH STREET","NO PARKING - STREET CLEANING ","150.0","2020","10","1","9","10"
"648417","VA","Toyota","Four Door","Silver","COLONIAL AVENUE","NO PARKING - STREET CLEANING ","150.0","2020","10","1","9","10"
"VTL8787","VA","Volkswagen","Four Door","Gray","RALEIGH AVENUE","NO PARKING - STREET CLEANING ","150.0","2020","10","1","9","10"
"UHG6721","VA","Lexus","Four Door","Gray","GATLING AVENUE","NO PARKING - STREET CLEANING ","150.0","2020","10","1","9","10"
"AEV2195","VA","General Motors","Sports Utility Veh","Gray","GATLING AVENUE","NO PARKING - STREET CLEANING ","150.0","2020","10","1","9","10"
"K34079","VA","Chevrolet","Sports Utility Veh","Blue","MANTEO STREET","NO PARKING - STREET CLEANING ","150.0","2020","10","1","9","10"
"LNR2614","TX","Hyundai","Sports Utility Veh","Black","GREENWAY COURT","NO PARKING - STREET CLEANING ","150.0","2020","10","1","9","10"
"UMX6185","VA","Ford","Sports Utility Veh","Burgundy","REDGATE AVENUE","NO PARKING - STREET CLEANING ","150.0","2020","10","1","10","10"
"HDW4037","NY","Hyundai","Hatchback","Gray","REDGATE AVENUE","NO PARKING - STREET CLEANING ","150.0","2020","10","1","10","10"
"EL022A","VA","Ford","Van","White","COLLEGE PLACE","NO PARKING - STREET CLEANING ","150.0","2020","10","1","10","10"
"UNZ7316","VA","Ford","Four Door","Gray","COLLEGE PLACE","NO PARKING - STREET CLEANING ","150.0","2020","10","1","10","10"
"N11HY","NJ","Subaru","Sports Utility Veh","Gray","BLOW STREET","NO PARKING - STREET CLEANING ","150.0","2020","10","1","11","10"
"HER4137","NC","Mazda","Four Door","White","BLOW STREET","NO PARKING - STREET CLEANING ","150.0","2020","10","1","11","10"
"F1DENS","VA","Ford","Sports Utility Veh","Orange","W OLNEY ROAD","NO PARKING - STREET CLEANING ","150.0","2020","10","1","11","10"
"VXB2803","VA","Chevrolet","Four Door","Gray","WASHINGTON PARK","NO PARKING - STREET CLEANING ","150.0","2020","10","1","11","10"
